,tailnum,origin,dest,qa_year_month_day,qa_hour_minute,qa_dep_arr_time,qa_dep_arr_delay,qa_carrier,qa_tailnum,qa_flight,qa_origin_dest,qa_air_time,qa_distance,qa_distance_airtime
70,N453AS,SEA,SJC,,,,,,,F,,,,TL
71,N39450,PDX,SFO,,,FA,,,F,,,,,TR
72,N532AS,SEA,SFO,,,,,,,F,,,,TR
73,N34282,PDX,SFO,,,,,,F,,,,,TR
74,N409AS,SEA,PHX,,,,,,,F,,,,TR
75,N381HA,PDX,HNL,,,,,,,F,,,,TL
76,N650SW,PDX,ABQ,,,,,,,F,,,,TR
77,N941FR,SEA,DEN,,,,,,,F,,,,TR
78,N552AS,PDX,LAS,,,,,,,F,,,,TR
79,N788AS,SEA,GEG,,,,,,,F,,,,TR
80,N853VA,SEA,LAX,,,,,,,F,,,,TL
81,N442AS,SEA,PHX,,,,,,,F,,,,TR
82,N244WN,PDX,SJC,,,,,,,F,,,,TR
83,N3760C,PDX,JFK,,,,,,,,,,,TR
84,N208FR,SEA,DEN,,,,,,,F,,,,TS
85,N468WN,SEA,DEN,,,,,,,,,,,TR
86,N6701,SEA,FAI,,,,,,F,,,,,TR
87,N848UA,SEA,IAH,,,,,,,F,,,,TR
88,N435AS,SEA,PHL,,,,,,,F,,,,TL
89,N794AS,SEA,SJC,,,,,,,F,,,,TL
90,N614AS,SEA,ANC,,,,,,,F,,,,TL
91,N814DN,PDX,SLC,,,,,,,,,,,TR
92,N587AS,SEA,LAS,,,,,,,F,,,,TL
93,N581AS,SEA,PHX,,,,,,,F,,,,TL
94,N816DN,PDX,ATL,,,,,,,,,,,TR
95,N703AS,SEA,KTN,,,,,,,F,,,,TL
96,N435UA,PDX,ORD,,,,,,,F,,,,TL
97,N538AS,PDX,ANC,,,,,,,F,,,,TL
98,N705AS,SEA,SFO,,,,,,,F,,,,TL
99,N614AS,SEA,PHX,,,,,,,F,,,,TR
100,N713TW,SEA,JFK,,,,,,,,,,,TR
101,N513AS,SEA,LIH,,,,,,,F,,,,TL
102,N562SW,PDX,RDM,,,,,,,,,,,TR
103,N557AS,SEA,LAX,,,,,,,F,,,,TL
104,N703AS,PDX,ANC,,,,,,,F,,,,TL
105,N218AG,SEA,COS,,,,,,,,,,,TR
106,N16234,SEA,DEN,,,,,,F,,,,,TR
107,N483UA,PDX,IAH,,,,,,,F,,,,TL
108,N407UA,PDX,ORD,,,,,,,F,,,,TR
109,N441UA,SEA,SFO,,,,,,,F,,,,TL
110,N968WN,PDX,OAK,,,,,,,F,,,,TR
111,N320AS,SEA,ANC,,,,,,,F,,,,TL
112,N3769L,SEA,ANC,,,,,,,,,,,TL
113,N224AG,PDX,SBA,,,,,,,,,,,TR
114,N803UA,SEA,IAH,,,,,,,F,,,,TR
115,N612AS,PDX,SNA,,,,,,,F,,,,TL
116,N431AS,PDX,ANC,,,FA,,,,F,,,,TL
117,N498WN,SEA,SLC,,,,,,,F,,,,TR
118,N406UA,SEA,IAH,,,,,,,F,,,,TR
119,N130DL,SEA,ATL,,,,MA,,,,,M,,M
120,N458UA,PDX,IAH,,,FD,,,,F,,,,TL
121,N624VA,SEA,LAX,,,,,,,F,,,,TR
122,N3764D,PDX,SLC,,,,,,,F,,,,TR
123,N36207,PDX,DEN,,,,,,F,,,,,TR
124,N216AG,PDX,ONT,,,,,,,,,,,TR
125,N582SW,PDX,SEA,,,,,,,,,,,TR
126,N644JB,PDX,LGB,,,,,,,,,,,TR
127,N597AS,SEA,TPA,,,,,,,F,,,,TL
128,N536JB,SEA,JFK,,,,,,,F,,,,TL
129,N391DA,SEA,ANC,,,FA,,,,,,,,TR
130,N831UA,SEA,SFO,,,,,,,F,,,,TL
131,N323AS,PDX,ORD,,,,,,,F,,,,TR
132,N703SW,PDX,SJC,,,,,,,,,,,TR
133,N918FR,PDX,DEN,,,,,,,F,,,,TR
134,N626AW,SEA,PHX,,,,,,,F,,,,TR
135,N778AS,SEA,PHX,,,,,,,F,,,,TL
136,N3EKAA,SEA,DFW,,,,,,F,,,,,TR
137,N565AS,PDX,SJC,,,,,,,F,,,,TL
138,N824SK,PDX,SEA,,,,,,,,,,,TR
139,N295SW,PDX,LMT,,,,,,,,,,,TR
140,N810SK,SEA,PDX,,,,,,,,,,,TR
141,N8648A,SEA,DEN,,,,,,,,,,,TR
142,N607SW,PDX,SMF,,,,,,,,,,,TR
143,N539US,SEA,MSP,,,FD,,,,,,,,TR
144,N558UW,SEA,CLT,,,,,,,,,,,TL
145,N521VA,SEA,SFO,,,,,,,F,,,,TR
146,N462AS,SEA,FLL,,,,,,,F,,,,TL
147,N8629A,SEA,DEN,,,,,,,,,,,TR
148,N462WN,SEA,SMF,,,,,,,,,,,TR
149,N219AG,SEA,COS,,,,,,,,,,,TL
150,N433AS,PDX,LAX,,,,,,,F,,,,TL
151,N778AS,SEA,SFO,,,,,,,F,,,,TL
152,N126DL,SEA,MSP,,,FD,,,,,,,,TR
153,N553UW,PDX,PHX,,,,,,,F,,,,TR
154,N820UA,SEA,SFO,,,,,,,F,,,,TR
155,N409UA,PDX,SFO,,,,,,,F,,,,TL
156,N442UA,SEA,IAH,,,,,,,F,,,,TL
157,N585NW,SEA,DTW,,,,,,,,,,,TL
158,N615AS,SEA,PSP,,,,,,,F,,,,TL
159,N464AS,SEA,ONT,,,,,,,F,,,,TL
160,N632JB,SEA,JFK,,,,,,,F,,,,TL
161,N587AS,SEA,DCA,,,,,,,F,,,,TL
162,N794SW,SEA,DEN,,,,,,,,,,,TR
163,N579AS,SEA,FAI,,,,,,,F,,,,TR
164,N786AS,SEA,SFO,,,,,,,F,,,,TR
165,N235WN,PDX,SMF,,,,,,,,,,,TR
166,N658SW,SEA,OAK,,,,,,,,,,,TL
167,N415UA,SEA,IAH,,,,,,,F,,,,TL
168,N217AG,SEA,LGB,,,,,,,,,,,TL
169,N527AS,SEA,DEN,,,,,,,F,,,,TR
170,N320AS,SEA,LAS,,,,,,,F,,,,TR
171,N626AS,PDX,SNA,,,,,,,F,,,,TL
172,N453WN,PDX,LAS,,,,,,,,,,,TR
173,N209WN,SEA,SMF,,,,,,,F,,,,TR
174,N7744A,SEA,OAK,,,,,,,F,,,,TR
175,N467AS,SEA,AUS,,,,,,,F,,,,TL
176,N713TW,SEA,JFK,,,,,,,,,,,TL
177,N588AS,PDX,SJC,,,,,,,F,,,,TR
178,N556AS,SEA,SAN,,,,,,,F,,,,TL
179,N358SW,SEA,OAK,,,,,,,,,,,TL
180,N318AS,SEA,DFW,,,,,,,F,,,,TR
181,N932EV,PDX,DEN,,,,,,,,,,,TR
182,N960DN,PDX,MSP,,,,,,,,,,,TR
183,N806SK,SEA,LAS,,,,,,,,,,,TL
184,N756SA,PDX,SJC,,,,,,,,,,,TL
185,N295SW,PDX,RDM,,,,,,,,,,,TR
186,N594AS,SEA,LAS,,,,,,,F,,,,TL
187,N138DL,SEA,MSP,,,,,,,F,,,,TL
188,N566AS,SEA,DCA,,,,,,,F,,,,TL
189,N621SW,SEA,SLC,,,,,,,F,,,,TR
190,N559AS,SEA,BUR,,,,,,,F,,,,TR
191,N779SW,SEA,SMF,,,,,,,,,,,TR
192,N552JB,PDX,LGB,,,,,,,,,,,TR
193,N524AS,SEA,DEN,,,,,,,F,,,,TL
194,N586AS,SEA,BLI,,,,,,,F,,,,TR
195,N442AS,PDX,HNL,,,,,,,F,,,,TL
196,N600WN,SEA,SLC,,,,,,,F,,,,TR
197,N3DRAA,SEA,ORD,,,,,,F,,,,,TL
198,N517AS,PDX,OGG,,,,,,,F,,,,TL
199,N731SA,PDX,DEN,,,,,,,F,,,,TR
200,N962SW,PDX,LAX,,,,,,,,,,,TL
201,N785SW,SEA,SJC,,,,,,,,,,,TR
202,N666DN,SEA,ATL,,,,,,,F,,,,TL
203,N13716,SEA,SFO,,,,,,F,,,,,TL
204,N769AS,SEA,SAN,,,,,,,F,,,,TL
205,N219AG,SEA,FAT,,,,,,,,,,,TR
206,N413UA,PDX,SFO,,,,,,,F,,,,TL
207,N822SK,SEA,PDX,,,FA,,,,,,,,TR
208,N37267,SEA,EWR,,,,,,F,,,,,TL
209,N589AS,SEA,OGG,,,,,,,F,,,,TL
210,N409AS,SEA,FAI,,,,,,,F,,,,TL
211,N586SW,SEA,PDX,,,,,,,,,,,TR
212,N548AS,SEA,OAK,,,,,,,F,,,,TR
213,N76514,PDX,IAH,,,,,,F,,,,,TR
214,N3768,SEA,LAX,,,,,,F,F,,,,TL
215,N4YDAA,PDX,DFW,,,,,,F,,,,,TR
216,N223AG,PDX,BUR,,,,,,,,,,,TR
217,N223SW,SEA,PDX,,,,,,,,,,,TR
218,NA,SEA,DEN,,MH,MD,MD,,M,F,,M,,M
219,N431AS,SEA,KOA,,,,,,,F,,,,TL
220,N323AS,SEA,LAX,,,,,,,F,,,,TL
221,N612AS,SEA,SAN,,,,,,,F,,,,TL
222,N536AS,SEA,SNA,,,,,,,F,,,,TL
223,N805SK,SEA,LAS,,,,,,,,,,,TR
224,N215AG,PDX,BUR,,,,,,,,,,,TR
225,N299WN,PDX,PHX,,,,,,,F,,,,TR
226,N363NW,PDX,SLC,,,,,,,,,,,TR
227,N706AS,SEA,KTN,,,,,,,F,,,,TL
228,N644AS,SEA,GEG,,,,,,,F,,,,TR
229,N626AS,PDX,SNA,,,,,,,F,,,,TL
230,N704X,SEA,JFK,,,,,,,,,,,TL
231,N626AS,SEA,SNA,,,,,,,F,,,,TL
232,N517AS,SEA,LIH,,,,,,,F,,,,TL
233,N760AS,SEA,ANC,,,,,,,F,,,,TL
234,N684DA,SEA,DTW,,,,,,,,,,,TL
235,N440UA,SEA,SFO,,,,,,,F,,,,TL
236,N584SW,PDX,RDM,,,,,,,,,,,TR
237,N306AS,SEA,LAS,,,,,,,F,,,,TL
238,N779JB,SEA,LGB,,,,,,,F,,,,TR
239,N609AS,PDX,SFO,,,,,,,F,,,,TL
240,N585UA,SEA,IAH,,,,,,,F,,,,TL
241,N663DN,SEA,LAX,,,,,,,,,,,TL
242,N788AS,SEA,ANC,,,,,,,F,,,,TL
243,N790SW,PDX,SJC,,,,,,,,,,,TL
244,N319AS,SEA,ORD,,,,,,,F,,,,TR
245,N8318F,SEA,BNA,,,,,,,,,,,TR
246,N318AS,SEA,GEG,,,,,,,F,,,,TS
247,N37465,PDX,DEN,,,,,,F,,,,,TR
248,N663DN,SEA,SLC,,,,,,,,,,,TR
249,N407AS,PDX,ORD,,,,,,,F,,,,TR
250,N585AS,SEA,LAS,,,,,,,F,,,,TL
251,N799AS,SEA,SJC,,,,,,,F,,,,TL
252,N1605,SEA,ATL,,,,,,F,F,,,,TR
253,N822SK,PDX,LAX,,,,,,,,,,,TL
254,N706AS,SEA,LAS,,,,,,,F,,,,TL
255,N16234,SEA,IAH,,,,,,F,,,,,TL
256,N750AT,SEA,LAX,,,,,,,F,,,,TL
257,N817SK,PDX,SEA,,,,,,,,,,,TR
258,N224AG,PDX,BUR,,,,,,,,,,,TR
259,N527AS,SEA,DCA,,MH,MD,MD,,,F,,M,,M
260,N660SW,PDX,SMF,,,,,,,,,,,TR
261,N8323C,SEA,MDW,,MH,MD,MD,,,,,M,,M
262,N824DN,SEA,DTW,,,,,,,F,,,,TL
263,N564AS,PDX,ANC,,,FA,,,,F,,,,TL
264,N924FR,PDX,DEN,,,,,,,F,,,,TR
265,N433AS,SEA,IAH,,,,,,,F,,,,TL
266,N822UA,SEA,SFO,,,,,,,F,,,,TL
267,N214FR,SEA,DEN,,,,,,,F,,,,TR
268,N513AS,PDX,SFO,,,,,,,F,,,,TR
269,N508AS,SEA,KOA,,,,,,,F,,,,TL
270,N922WN,SEA,DEN,,,,,,,,,,,TR
271,N647SW,SEA,SJC,,,,,,,,,,,TL
272,N27239,SEA,EWR,,,,,,F,,,,,TR
273,N529VA,SEA,LAX,,,,,,,F,,,,TR
274,N782SK,PDX,DEN,,,,,,,,,,,TR
275,N579AS,SEA,ONT,,,,,,,F,,,,TR
276,N129DL,SEA,MSP,,,,,,,F,,,,TR
277,N37462,PDX,DEN,,,,,,F,,,,,TR
278,N590AS,SEA,FAI,,,,,,,F,,,,TL
279,N609AS,SEA,LAS,,,,,,,F,,,,TR
280,N431AS,SEA,MCI,,,,,,,F,,,,TL
281,N524AS,SEA,LAX,,,,,,,F,,,,TR
282,N756AS,SEA,SFO,,,,,,,F,,,,TR
283,N516AS,SEA,GEG,,,,,,,F,,,,TR
284,N790SK,SEA,SFO,,,,,,,,,,,TR
285,N706AS,SEA,KTN,,,,,,,F,,,,TL
286,N36469,PDX,ORD,,,,,,F,,,,,TL
287,N577AS,SEA,SAN,,,,,,,F,,,,TL
288,N767AS,PDX,PSP,,,,,,,F,,,,TR
289,N36444,SEA,ANC,,,,,,F,,,,,TL
290,N457AS,SEA,PSP,,,,,,,F,,,,TR
291,N527AS,SEA,BUR,,,,,,,F,,,,TL
292,N703AS,SEA,SFO,,,,,,,F,,,,TL
293,N8600F,SEA,MDW,,,,,,,,,,,TR
294,N622AS,SEA,SNA,,,,,,,F,,,,TR
295,N3FDAA,SEA,DFW,,,,,,F,,,,,TL
296,N423AS,SEA,SFO,,,,,,,F,,,,TL
297,N459AS,SEA,LAS,,,,,,,F,,,,TR
298,N707SA,SEA,MDW,,,,,,,,,,,TL
299,N580SW,SEA,PDX,,,,,,,,,,,TR
300,N415UA,SEA,DEN,,,,,,,F,,,,TL
301,N39416,SEA,ORD,,,,,,F,,,,,TL
302,N537AS,SEA,OGG,,,,,,,F,,,,TL
303,N697SW,SEA,SMF,,,,,,,,,,,TR
304,N3ELAA,SEA,DFW,,,,,,F,,,,,TR
305,N6713Y,SEA,SLC,,,,,,,F,,,,TR
306,N473UA,SEA,SFO,,,,,,,F,,,,TR
307,N965WN,SEA,MDW,,,,,,,,,,,TL
308,N552AS,PDX,LAS,,,,,,,F,,,,TL
309,N810SK,SEA,LAS,,,,,,,,,,,TL
310,N491WN,PDX,LAS,,,,,,,F,,,,TR
311,N287WN,PDX,LAS,,,,,,,,,,,TL
312,N356SW,SEA,SJC,,,,,,,F,,,,TL
313,N552AS,SEA,ANC,,,,,,,F,,,,TL
314,N433AS,SEA,SMF,,,,,,,F,,,,TR
315,N442WN,PDX,SJC,,,,,,,,,,,TR
316,N832UA,PDX,ORD,,,,,,,F,,,,TL
317,N728SW,PDX,SMF,,,,,,,,,,,TR
318,N778SK,SEA,SFO,,,,,,,,,,,TL
319,N615AS,SEA,PHX,,,,,,,F,,,,TL
320,N756AS,SEA,SAN,,,,,,,F,,,,TL
321,N3763D,SEA,LAX,,,,,,,,,,,TR
322,N520AS,SEA,PDX,,,,,,,F,,,,TR
323,N644AW,SEA,PHX,,,,,,,F,,,,TL
324,N3750D,PDX,JFK,,,,,,,F,,,,TL
325,N318AS,PDX,ORD,,,,,,,F,,,,TL
326,N403AS,SEA,ATL,,,,,,,F,,,,TL
327,N597AS,PDX,SJC,,,,,,,F,,,,TR
328,N528UA,SEA,SFO,,,,,,,F,,,,TL
329,N503JB,PDX,LGB,,,,,,,,,,,TL
330,N626AS,SEA,SAN,,,,,,,F,,,,TR
331,N796AS,SEA,SAN,,,,,,,F,,,,TL
332,N526AS,SEA,ANC,,,,,,,F,,,,TL
333,N469AS,SEA,OAK,,,,,,,F,,,,TL
334,N927FR,SEA,DEN,,,,,,,F,,,,TL
335,N532AS,SEA,SFO,,,,,,,F,,,,TL
336,N323AS,SEA,SLC,,,,,,,F,,,,TL
337,N809SK,SEA,PDX,,,,,,,,,,,TR
338,N579AS,PDX,SFO,,,,,,,F,,,,TL
339,N3736C,SEA,MSP,,,FD,,,,,,,,TR
340,N715SK,PDX,SFO,,,,,,,,,,,TR
341,N553AS,SEA,SNA,,,,,,,F,,,,TR
342,N218AG,SEA,COS,,,,,,,,,,,TL
343,N943WN,SEA,MKE,,,,,,,,,,,TR
344,N659SW,PDX,SMF,,,,,,,F,,,,TR
345,N319AS,SEA,DFW,,,,,,,F,,,,TR
346,N549AS,SEA,MSY,,,,,,,F,,,,TL
347,N631SK,SEA,LAS,,,,,,,,,,,TL
348,N389HA,PDX,HNL,,,,,,,F,,,,TL
349,N395HA,PDX,HNL,,,,,,,F,,,,TL
350,N607AS,PDX,ANC,,,,,,,F,,,,TL
351,N3754A,SEA,ANC,,,,,,,,,,,TL
352,N3EJAA,PDX,ORD,,,,,,F,F,,,,TL
353,N607AS,SEA,BUR,,,,,,,F,,,,TR
354,N796AS,SEA,SFO,,,,,,,F,,,,TL
355,N783SK,PDX,SFO,,,,,,,,,,,TL
356,N537AS,SEA,MCO,,,,,,,F,,,,TL
357,N834UA,PDX,SFO,,,,,,,F,,,,TL
358,N652DL,SEA,JFK,,,,,,,,,,,TL
359,N39415,SEA,IAH,,,,,,F,,,,,TL
360,N202WN,PDX,DEN,,,,,,,,,,,TR
361,N795AS,SEA,GEG,,,,,,,F,,,,TR
362,N654DL,PDX,SLC,,,,,,,,,,,TR
363,N215AG,PDX,ONT,,,,,,,,,,,TR
364,N463UA,SEA,IAH,,,,,,,F,,,,TL
365,N703SW,SEA,OAK,,,,,,,,,,,TL
366,N508AA,PDX,DFW,,,,,,,,,,,TL
367,N615AS,SEA,MSP,,,,,,,F,,,,TL
368,N76010,SEA,EWR,,,FD,,,F,,,,,TR
369,N224AG,SEA,HDN,,,,MA,,,,,M,,M
370,N760AS,SEA,JNU,,,,,,,F,,,,TL
371,N317AS,SEA,ANC,,,,,,,F,,,,TL
372,N438AA,PDX,DFW,,,,,,,,,,,TR
373,N847VA,PDX,SFO,,,,,,,F,,,,TL
374,N385HA,PDX,HNL,,,,,,,F,,,,TL
375,N638SW,SEA,OAK,,,,,,,,,,,TR
376,N218AG,PDX,SBA,,,,,,,,,,,TR
377,N37700,PDX,MSP,,,,,,F,,,,,TR
378,N34455,SEA,IAH,,,,,,F,,,,,TR
379,N111US,SEA,CLT,,,,,,,,,,,TR
380,N799AS,SEA,SLC,,,,,,,F,,,,TL
381,N607AS,SEA,FAI,,,,,,,F,,,,TL
382,N442AS,SEA,MSP,,,,,,,F,,,,TR
383,N3ERAA,SEA,ORD,,,,,,F,,,,,TR
384,N68805,PDX,DEN,,,,,,F,,,,,TR
385,N791AS,PDX,SEA,,,,,,,F,,,,TR
386,N454UA,PDX,SFO,,,,,,,F,,,,TR
387,N754SW,PDX,SMF,,,,,,,,,,,TR
388,N4XSAA,PDX,DFW,,,,,,F,,,,,TL
389,N8310C,SEA,MDW,,,,,,,F,,,,TL
390,N87531,SEA,EWR,,,FA,,,F,,,,,TL
391,N760SK,SEA,DEN,,,,,,,,,,,TL
392,N253WN,SEA,DEN,,,,,,,,,,,TR
393,N281WN,SEA,SJC,,,,,,,,,,,TL
394,N589AS,SEA,MCO,,,,,,,F,,,,TL
395,N216AG,SEA,SBA,,,,,,,,,,,TR
396,N779AS,PDX,LAX,,,,,,,F,,,,TL
397,N295SW,SEA,PDX,,,,,,,,,,,TR
398,N941FR,SEA,DEN,,,,,,,F,,,,TS
399,N806SK,SEA,LAX,,,,,,,,,,,TR
400,N530AS,PDX,SAN,,,,,,,F,,,,TL
401,N522VA,SEA,LAX,,,,,,,F,,,,TL
402,N563AS,SEA,SMF,,,,,,,F,,,,TR
403,N526AS,PDX,LAX,,MH,MD,MD,,,F,,M,,M
404,N793AS,PDX,LAX,,,,,,,F,,,,TL
405,N585AS,PDX,SFO,,,,,,,F,,,,TL
406,N725SW,PDX,SMF,,,,,,,,,,,TL
407,N737JW,SEA,PHX,,,,,,,,,,,TL
408,N769AS,SEA,LAS,,,,,,,F,,,,TR
409,N552AS,SEA,BUR,,,,,,,F,,,,TR
410,N430UA,SEA,ORD,,,,,,,F,,,,TR
411,N926FR,PDX,DEN,,,,,,,F,,,,TR
412,N820DN,PDX,ATL,,,,,,,,,,,TL
413,N795AS,PDX,LAX,,,,,,,F,,,,TL
414,N764AS,SEA,ANC,,,FD,,,,F,,,,TL
415,N706AS,SEA,ONT,,,FA,,,,F,,,,TR
416,N596AS,SEA,LAX,,,,,,,F,,,,TR
417,N959WN,SEA,LAS,,,,,,,F,,,,TR
418,N447WN,PDX,OAK,,,,,,,F,,,,TR
419,N650SW,PDX,SMF,,,,,,,F,,,,TR
420,N8301J,SEA,ABQ,,,,,,,,,,,TR
421,N221SW,SEA,PDX,,,,,,,,,,,TR
422,N692CA,SEA,LAS,,,,,,,,,,,TR
423,N151UW,SEA,CLT,,,FD,,,,,,,,TL
424,N765AS,SEA,ANC,,,,,,,F,,,,TL
425,N988CA,PDX,DEN,,,,,,,,,,,TL
426,N467WN,SEA,SJC,,,,,,,,,,,TL
427,N612AS,SEA,LAX,,,,,,,F,,,,TR
428,N518AS,PDX,LAX,,,,,,,F,,,,TR
429,N279WN,SEA,OAK,,,,,,,,,,,TR
430,N447WN,SEA,MDW,,,,,,,F,,,,TL
431,N756AS,SEA,SJC,,,,,,,F,,,,TL
432,N560UW,SEA,CLT,,,,,,,,,,,TR
433,N569UA,SEA,SFO,,,,,,,F,,,,TR
434,N913SW,PDX,SFO,,,,,,,,,,,TR
435,N590AS,SEA,KOA,,,,,,,F,,,,TL
436,N309AS,SEA,MCI,,,,,,,F,,,,TR
437,N767SW,PDX,SLC,,,,,,,F,,,,TR
438,N919FR,PDX,DEN,,,,,,,F,,,,TR
439,N527VA,SEA,LAX,,,,,,,F,,,,TR
440,N626AS,SEA,SFO,,,,,,,F,,,,TL
441,N569JB,SEA,BOS,,,,,,,F,,,,TR
442,N3DEAA,SEA,DFW,,,,,,F,,,,,TR
443,N795AS,SEA,SAN,,,,,,,F,,,,TL
444,N768AS,SEA,ANC,,,,,,,F,,,,TL
445,N788AS,PDX,SFO,,,,,,,F,,,,TL
446,N609AS,SEA,ABQ,,,,,,,F,,,,TL
447,N512AS,SEA,TUS,,,,,,,F,,,,TR
448,N460UA,PDX,IAH,,,,,,,F,,,,TR
449,N433AS,SEA,ANC,,,,,,,F,,,,TL
450,N294SW,SEA,PDX,,,,,,,,,,,TR
451,N534AS,PDX,SAN,,,,,,,F,,,,TR
452,N828AW,PDX,PHX,,,,,,,F,,,,TR
453,N614SK,SEA,SJC,,,,,,,,,,,TR
454,N323AS,SEA,ORD,,,,,,,F,,,,TR
455,N320AS,SEA,MCI,,,,,,,F,,,,TR
456,N435AS,SEA,LAX,,,,,,,F,,,,TR
457,N3761R,SEA,DTW,,,,,,,F,,,,TR
458,N622VA,SEA,SFO,,,,,,,F,,,,TR
459,N3730B,SEA,DTW,,,,,,,F,,,,TS
460,N492WN,PDX,SLC,,,,,,,F,,,,TR
461,N791SW,SEA,SMF,,,,,,,F,,,,TR
462,N614AS,SEA,SNA,,,,,,,F,,,,TL
463,N925SW,PDX,DEN,,,,,,,,,,,TR
464,N562UA,SEA,ORD,,,,,,,F,,,,TR
465,N660DL,SEA,SLC,,,,,,,,,,,TR
466,N585SW,PDX,EUG,,,,,,,,,,,TR
467,N69824,SEA,IAH,,,,,,F,,,,,TL
468,N846VA,PDX,SFO,,,,,,,F,,,,TL
469,N793AS,SEA,SJC,,,,,,,F,,,,TL
470,N87512,SEA,DEN,,,,,,F,F,,,,TR
471,N712TW,SEA,JFK,,,,,,,,,,,TL
472,N73270,SEA,IAH,,,,,,F,,,,,TL
473,N297SW,PDX,EUG,,,,,,,,,,,TR
474,N612AS,PDX,FAI,,,,,,,F,,,,TL
475,N564AA,PDX,DFW,,,,,,,F,,,,TR
476,N6701,SEA,MSP,,,,,,F,,,,,TR
477,N908SW,PDX,SFO,,,,,,,,,,,TR
478,N453AS,SEA,LAS,,,,,,,F,,,,TR
479,N536AS,PDX,SAN,,,,,,,F,,,,TL
480,N319AS,SEA,STL,,,,,,,F,,,,TL
481,N809SK,SEA,LAS,,,,,,,,,,,TL
482,N711ZX,SEA,JFK,,,,,,,F,,,,TR
483,N3FBAA,SEA,ORD,,,,,,F,,,,,TR
484,N201FR,SEA,DEN,,,,,,,F,,,,TR
485,N625VA,SEA,LAX,,,,,,,,,,,TL
486,N8327A,SEA,MDW,,,,,,,,,,,TL
487,N779AS,SEA,PHX,,,,,,,F,,,,TR
488,N81449,SEA,SFO,,,,,,F,,,,,TL
489,N685DA,SEA,DTW,,,,,,,,,,,TR
490,N811DZ,SEA,ATL,,,,,,,,,,,TR
491,N608JB,SEA,JFK,,,,,,,F,,,,TL
492,N219AG,SEA,SBA,,,,,,,,,,,TR
493,N622AS,SEA,ANC,,,,,,,F,,,,TL
494,N470UA,PDX,EWR,,,,,,,F,,,,TL
495,N794AS,SEA,GEG,,,,,,,F,,,,TR
496,N558AS,SEA,FAI,,,,,,,F,,,,TL
497,N767AS,PDX,SFO,,,,,,,F,,,,TL
498,N531AS,SEA,SAN,,,,,,,F,,,,TL
499,N69806,SEA,IAH,,,,,,F,,,,,TL
500,N8606C,PDX,MDW,,,,,,,,,,,TL
501,N480UA,PDX,IAH,,,,,,,F,,,,TR
502,N593AS,SEA,OAK,,,,,,,F,,,,TR
503,N3743H,SEA,LAX,,,,,,,,,,,TL
504,N526AS,SEA,DCA,,,,,,,F,,,,TL
505,NA,SEA,PHL,,MH,MD,MD,,M,F,,M,,M
506,N703AS,SEA,SFO,,,,,,,F,,,,TL
507,N414UA,SEA,IAH,,,,,,,F,,,,TR
508,N672AW,SEA,PHL,,,,,,,F,,,,TR
509,N368SW,PDX,SJC,,,,,,,F,,,,TL
510,N535UW,SEA,CLT,,,,,,,F,,,,TL
511,N577AS,SEA,OGG,,,,,,,F,,,,TL
512,N789JB,SEA,JFK,,,,,,,F,,,,TL
513,N405WN,PDX,SJC,,,,,,,,,,,TR
514,N797AS,SEA,LAX,,,,,,,F,,,,TL
515,N767AS,SEA,ONT,,,,,,,F,,,,TL
516,N708SK,SEA,SFO,,,,,,,,,,,TL
517,N494UA,PDX,DEN,,,,,,,F,,,,TL
518,N409WN,PDX,SJC,,,,,,,,,,,TL
519,N161PQ,PDX,SEA,,,,,,,,,,,TR
520,N786AS,PDX,SFO,,,,,,,F,,,,TR
521,N705AS,SEA,ONT,,,,,,,F,,,,TL
522,N563AS,SEA,FAI,,,,,,,F,,,,TL
523,N553UA,SEA,IAD,,,,,,,F,,,,TR
524,N518AS,PDX,FAI,,,FA,,,,F,,,,TL
525,N619AS,SEA,MSP,,,,,,,F,,,,TR
526,N958SW,PDX,SFO,,,,,,,,,,,TR
527,N755AS,SEA,SLC,,,,,,,F,,,,TR
528,N765AS,SEA,JNU,,,,,,,F,,,,TL
529,N558AS,SEA,ANC,,,,,,,F,,,,TL
530,N215AG,SEA,LGB,,,,,,,,,,,TL
531,N570AS,PDX,LAX,,,,,,,F,,,,TR
532,N581SW,SEA,PDX,,,,,,,,,,,TR
533,N552AS,SEA,MCO,,,,,,,F,,,,TR
534,N597AS,SEA,SMF,,,,,,,F,,,,TR
535,N253WN,PDX,PHX,,,,,,,,,,,TR
536,N3GUAA,SEA,DFW,,,,,,F,,,,,TL
537,N546AS,SEA,ANC,,,,,,,F,,,,TL
538,N803SK,PDX,SEA,,,,,,,,,,,TR
539,N457AS,PDX,ANC,,,,,,,F,,,,TL
540,N81449,SEA,ANC,,,FA,,,F,,,,,TL
541,N679DA,PDX,DTW,,,,,,,,,,,TR
542,N562AS,SEA,OGG,,,,,,,F,,,,TL
543,N413AS,SEA,MCO,,,,,,,F,,,,TL
544,N690DL,SEA,SLC,,,,,,,F,,,,TR
545,N633SW,PDX,MCI,,,,,,,F,,,,TR
546,N622AS,SEA,BUR,,,,,,,F,,,,TL
547,N910FR,SEA,DEN,,,,,,,F,,,,TR
548,N619AS,SEA,SFO,,,,,,,F,,,,TR
549,N4YTAA,PDX,DFW,,,,,,F,,,,,TL
550,N978SW,PDX,LAX,,,,,,,,,,,TL
